date,customer_id,product_category,payment_method,value [USD],time_on_site [Minutes],clicks_in_site
25/11/18,10453,508,credit,68.67,4.8,11
25/11/18,10770,510,credit,29.97,23.6,7
25/11/18,35675,515,credit,176.51,11.8,20
25/11/18,47151,513,paypal,345.38,32.2,13
25/11/18,14393,508,paypal,28.01,13.8,8
25/11/18,40179,510,credit,68.69,24.5,10
25/11/18,51110,503,paypal,116.41,18.4,17
25/11/18,53312,513,paypal,456.09,33.5,19
25/11/18,42731,515,paypal,128,11.2,11
25/11/18,45556,511,paypal,71.62,11.5,10
25/11/18,31467,507,paypal,72.54,8.5,8
25/11/18,37184,514,credit,31.56,6.6,7
25/11/18,32008,505,credit,167.52,58,10
25/11/18,14070,502,credit,143.7,15.1,8
25/11/18,30852,501,paypal,5.53,2,6
25/11/18,35092,504,paypal,177.03,37.4,16
25/11/18,52831,506,credit,83.66,9.2,10
25/11/18,21522,506,paypal,318.43,32.7,7
25/11/18,35437,507,credit,83.68,39.6,9
25/11/18,12826,502,credit,253.92,30.9,26
25/11/18,58315,501,credit,287.64,35.7,29
25/11/18,27357,511,paypal,71.83,72.2,9
25/11/18,24574,503,credit,127.74,36.2,13
25/11/18,45801,514,credit,254.97,19.8,18
25/11/18,32151,501,paypal,320.42,27.6,7
25/11/18,59511,514,credit,507.84,15.9,7
25/11/18,33978,512,credit,18.44,8,6
25/11/18,38410,507,credit,430.98,46.5,14
25/11/18,12555,502,paypal,291.9,46.5,25
25/11/18,16674,507,credit,405.4,50.1,13
25/11/18,56332,506,paypal,3.96,4,6
25/11/18,36336,502,paypal,1.55,37.4,6
25/11/18,15747,514,paypal,189.2,36.5,19
25/11/18,40825,510,credit,23.43,6.9,6
25/11/18,50467,506,credit,314.25,65.7,32
25/11/18,57140,506,paypal,472.57,45.3,25
25/11/18,59765,508,credit,103.29,10.4,15
25/11/18,12809,503,paypal,72.21,6.7,12
25/11/18,23933,504,paypal,159.77,11.9,16
25/11/18,29253,507,paypal,384.76,43.1,44
25/11/18,27151,501,paypal,15.08,37,7
25/11/18,38443,505,credit,20.36,30.2,7
25/11/18,54303,512,credit,125.06,11.9,18
25/11/18,46531,504,paypal,42.14,14.1,6
25/11/18,37895,513,paypal,445.85,5.8,31
25/11/18,11881,510,credit,42.93,14.4,6
25/11/18,18273,513,paypal,86.71,17.7,9
25/11/18,38711,511,credit,442.19,41.4,14
25/11/18,40375,509,credit,249.45,28.1,10
25/11/18,12574,502,paypal,368.3,33.4,38
25/11/18,22567,502,credit,7.19,3.1,6
25/11/18,10566,513,paypal,94.6,14.4,12
25/11/18,25795,507,paypal,75.7,7.6,8
25/11/18,15423,508,paypal,22.38,20.6,8
25/11/18,42313,514,paypal,140.64,57.8,14
25/11/18,12798,511,credit,109,9.9,11
25/11/18,28773,511,credit,162.38,39,19
25/11/18,46059,513,paypal,135.36,11.3,13
25/11/18,54413,509,credit,151.19,40.2,13
25/11/18,39058,515,credit,113.99,20,16
25/11/18,55216,511,paypal,473.57,48,45
25/11/18,12198,508,credit,54.63,11.1,6
25/11/18,49549,507,credit,24.94,19.1,7
25/11/18,48913,510,credit,254.44,49.1,17
25/11/18,49569,508,credit,390.41,31,11
25/11/18,42738,510,paypal,50.05,18.2,6
25/11/18,30884,507,paypal,242.26,20.4,15
25/11/18,47495,514,paypal,128.42,13.7,12
25/11/18,13477,514,credit,162.99,18.9,20
25/11/18,11850,506,credit,135.98,35.6,15
25/11/18,10887,504,credit,20.95,6.7,6
25/11/18,26865,506,paypal,66.18,16.2,9
25/11/18,45390,509,credit,64.99,57.2,9
25/11/18,13545,503,paypal,21.22,25.7,7
25/11/18,30010,501,paypal,160.62,5.3,22
25/11/18,30018,510,paypal,463.39,23.1,10
25/11/18,58932,507,credit,67.4,7.9,11
25/11/18,10004,511,credit,186.92,16.5,10
25/11/18,41657,515,credit,73.93,9,12
25/11/18,57764,505,credit,7.09,13.6,6
25/11/18,23084,505,paypal,129.31,14.7,7
25/11/18,11731,511,paypal,38.07,7.9,9
25/11/18,18983,512,credit,497.36,56.3,21
25/11/18,26432,507,credit,662.92,59,30
25/11/18,42174,501,paypal,40.78,5.6,7
25/11/18,52386,514,paypal,42.01,31.7,9
25/11/18,34171,501,credit,0.98,7.2,6
25/11/18,27255,505,credit,145.48,18.1,16
25/11/18,35869,503,credit,34.94,34.7,7
25/11/18,36962,512,credit,58.87,34.9,11
25/11/18,45543,512,credit,47.32,7.5,8
25/11/18,31506,514,credit,44.92,7.7,10
25/11/18,33776,509,paypal,206.18,29.2,19
25/11/18,59869,506,paypal,82.51,10.6,14
25/11/18,33057,508,credit,6.93,4.5,6
25/11/18,34594,508,paypal,176.52,27.3,16
25/11/18,25760,514,paypal,30.19,7.3,7
25/11/18,45082,507,credit,1078.63,45.4,66
25/11/18,44157,511,credit,172.86,14.8,14
25/11/18,12612,508,credit,61.24,48,10
25/11/18,54728,512,credit,209.15,4.5,23
25/11/18,38064,513,paypal,97.79,9.9,14
25/11/18,52641,514,credit,131.75,20.4,13
25/11/18,36263,509,paypal,211.5,19.6,24
25/11/18,17518,509,credit,183.04,3.6,24
25/11/18,58378,507,paypal,264.67,20.6,10
25/11/18,29326,507,paypal,9.26,13.1,6
25/11/18,41311,505,credit,79.32,72.4,8
25/11/18,58032,505,credit,280.91,37.5,20
25/11/18,17993,505,paypal,110.56,47.9,9
25/11/18,32710,503,credit,356.36,51.6,25
25/11/18,40767,514,paypal,57.69,18.3,10
25/11/18,55614,506,credit,5.85,20.3,6
25/11/18,55088,503,paypal,174.89,25.9,22
25/11/18,47304,506,credit,97.03,6.9,8
25/11/18,55398,512,credit,198.05,17,10
25/11/18,53222,507,credit,85.96,13.7,11
25/11/18,58849,504,paypal,107.95,29.6,7
25/11/18,10214,505,credit,142.6,31.5,17
25/11/18,35974,515,credit,496.46,10.6,46
25/11/18,58781,514,credit,489.47,73.4,26
25/11/18,36712,501,credit,23.95,5.3,8
25/11/18,20052,501,credit,44.74,10.8,7
25/11/18,32174,509,paypal,233.53,28.4,15
25/11/18,43729,503,paypal,21.05,5.4,7
25/11/18,19323,503,credit,102.84,32.1,8
25/11/18,22093,510,paypal,20.75,27,7
25/11/18,24507,515,paypal,227.89,13,17
25/11/18,57655,511,credit,103.01,17.5,7
25/11/18,45411,512,paypal,229.59,14.3,6
25/11/18,39406,509,credit,197.01,18.2,8
25/11/18,55517,503,credit,413.8,26,26
25/11/18,43361,504,paypal,156.98,40.9,10
25/11/18,48440,509,credit,74.35,23.9,13
25/11/18,57902,507,credit,319.63,47.9,6
25/11/18,18898,502,credit,114.59,8.6,12
25/11/18,39417,507,credit,29.39,4.5,7
25/11/18,57895,508,paypal,252.05,9.8,23
25/11/18,22832,505,credit,295.98,39.3,15
25/11/18,23740,506,credit,16.54,27.9,7
25/11/18,46534,511,paypal,252.74,31,15
25/11/18,45686,508,credit,81.41,2.9,9
25/11/18,58776,508,paypal,266.86,21.9,29
25/11/18,16327,512,paypal,15.22,5.5,7
25/11/18,48409,510,credit,763.32,70.3,69
25/11/18,51932,512,paypal,224.94,68.9,28
25/11/18,59943,513,paypal,146,40,12
25/11/18,20285,510,paypal,215.68,25.7,11
25/11/18,15221,505,credit,32.81,18.5,8
25/11/18,51878,507,paypal,167.46,30.9,17
25/11/18,13483,514,paypal,386.87,23,12
25/11/18,59382,511,paypal,220.44,50.4,10
25/11/18,28549,511,paypal,35.85,9.1,7
25/11/18,46254,507,paypal,406.85,37,40
25/11/18,45234,501,paypal,199.88,16.3,10
25/11/18,47363,512,credit,35.83,19,8
25/11/18,35478,501,paypal,86.24,6.4,13
25/11/18,33369,508,credit,138.37,5.5,8
25/11/18,46781,502,paypal,40.63,6,8
25/11/18,55163,502,paypal,12.48,37.5,7
25/11/18,33269,508,paypal,11.41,19.1,7
25/11/18,59971,505,paypal,128.98,15.8,17
25/11/18,23687,512,credit,72.31,44.2,7
25/11/18,39151,510,credit,12.76,4.6,6
25/11/18,41243,506,paypal,285.05,27.1,9
25/11/18,22227,505,credit,72.26,17.4,11
25/11/18,18559,502,paypal,530.54,35.2,51
25/11/18,29607,501,paypal,135.7,6.7,0
25/11/18,51582,503,paypal,257.66,42.2,28
25/11/18,22816,504,credit,23.74,8.6,7
25/11/18,39956,513,paypal,39.95,18.7,6
25/11/18,46462,505,paypal,102.28,25.7,16
25/11/18,34367,503,credit,173.14,31.4,20
25/11/18,50135,507,credit,187.52,17.9,25
25/11/18,58085,513,paypal,70.52,16.3,7
25/11/18,21633,515,credit,513.45,65.9,31
25/11/18,21547,512,paypal,238.51,16.8,27
25/11/18,55230,508,paypal,357.56,48.4,27
25/11/18,11632,502,paypal,3.51,2.2,6
25/11/18,35487,510,paypal,20.3,6.5,8
25/11/18,27853,506,paypal,208.3,12.4,25
25/11/18,33421,505,credit,56.97,33.4,12
25/11/18,26503,504,paypal,446.87,80.3,23
25/11/18,13882,509,paypal,281.71,22.9,33
25/11/18,50368,513,paypal,78.78,16.4,7
25/11/18,20876,501,credit,71.97,21.9,13
25/11/18,17771,506,paypal,36.66,8.5,7
25/11/18,17847,509,paypal,14.46,51.6,7
25/11/18,52439,502,credit,264.19,33.4,0
25/11/18,51506,515,credit,285.58,25.6,0
25/11/18,41283,508,credit,250.97,37.9,0
25/11/18,40316,512,credit,25.69,11.5,7
25/11/18,59573,509,paypal,117.04,13.1,11
25/11/18,41131,507,credit,555.49,31.5,27
25/11/18,41141,514,paypal,10.22,32.1,6
25/11/18,35524,509,paypal,27.06,20.3,8
25/11/18,34932,505,credit,150.89,10.3,18
25/11/18,57390,508,credit,611.47,39.9,6
25/11/18,53240,508,credit,25.54,14.2,8
25/11/18,10096,513,credit,281.88,11.2,33
25/11/18,49099,511,paypal,382.19,36.2,12
25/11/18,12903,508,paypal,50.67,27,8
25/11/18,40821,509,credit,111.96,10.7,8
25/11/18,41243,504,credit,39.49,18.5,8
25/11/18,24301,502,credit,171.47,53.1,8
25/11/18,35699,515,credit,157.03,24.4,21
25/11/18,28130,503,credit,9.83,4.5,6
25/11/18,40295,507,paypal,28.43,6,7
25/11/18,45310,507,paypal,49.75,3.1,8
25/11/18,33451,505,paypal,162.84,21.1,15
25/11/18,54388,503,credit,210.85,36.5,26
25/11/18,20213,507,paypal,322.36,39.8,7
25/11/18,57952,504,paypal,131.59,10.5,12
25/11/18,36134,501,credit,64.91,55,8
25/11/18,24730,509,credit,164.64,11.2,10
25/11/18,10892,502,paypal,199.1,13.4,21
25/11/18,33634,508,credit,101.92,19.7,10
25/11/18,49312,507,credit,237.18,10.7,14
25/11/18,46089,507,credit,381.34,46.5,9
25/11/18,47523,501,paypal,107.58,13.2,8
25/11/18,34552,502,credit,36.87,42.2,7
25/11/18,43368,503,paypal,42.14,19.3,7
25/11/18,43730,508,credit,46.87,9.7,8
25/11/18,53164,502,credit,212.43,23.8,27
25/11/18,18450,507,paypal,477.43,37.1,45
25/11/18,31505,502,paypal,153.92,48.1,11
25/11/18,46006,512,credit,18.48,12.1,7
25/11/18,18328,504,credit,355.9,30.8,18
25/11/18,29289,505,credit,229.86,62.8,9
25/11/18,34670,507,paypal,223.64,24.4,6
25/11/18,48515,512,credit,595.47,17.9,55
25/11/18,15987,506,credit,44.98,11.5,8
25/11/18,48495,511,credit,59.3,7.7,9
25/11/18,16648,510,credit,3.02,18.3,6
25/11/18,39310,510,paypal,70.85,19.9,9
25/11/18,31330,503,credit,153.75,34.1,8
25/11/18,39328,504,paypal,521.62,55.4,14
25/11/18,16225,507,credit,348.57,13.8,8
25/11/18,15495,503,paypal,496.13,54.5,24
25/11/18,58693,503,paypal,118.63,6,15
25/11/18,28963,502,credit,26.23,24.2,7
25/11/18,26358,512,paypal,213.13,40,22
25/11/18,36570,507,credit,1011.52,57.2,95
25/11/18,44118,509,paypal,13.71,3.3,7
25/11/18,32972,510,paypal,64.35,22.6,7
25/11/18,55718,510,credit,78.45,7.8,11
25/11/18,21875,509,paypal,24.87,43.2,7
25/11/18,25941,507,paypal,139.21,20,7
25/11/18,49449,508,credit,490.42,52.1,55
25/11/18,30710,505,paypal,32.29,11.8,9
25/11/18,11436,506,paypal,861.84,7.1,80
25/11/18,52705,514,credit,16.92,15.4,8
25/11/18,43380,512,credit,58.86,9.7,10
25/11/18,29136,504,paypal,85.43,17.5,12
25/11/18,22379,515,paypal,275.99,48.5,24
25/11/18,43711,501,paypal,75.43,17.7,7
25/11/18,47561,509,paypal,184.59,44.6,18
25/11/18,16603,514,credit,34.36,7.3,8
25/11/18,21177,510,paypal,315.6,23.2,13
25/11/18,11272,513,credit,31.33,7.1,8
25/11/18,16452,504,credit,54.69,20.6,10
25/11/18,14398,510,credit,83.12,8.4,7
25/11/18,35798,503,paypal,179.21,15.4,16
25/11/18,37090,515,paypal,30.06,10.2,7
25/11/18,53075,511,credit,89.64,12.3,11
25/11/18,48940,512,paypal,332.83,47.2,30
25/11/18,43419,502,credit,8.69,13.2,7
25/11/18,27745,508,paypal,479.85,30.3,31
25/11/18,57955,507,credit,113.7,35.7,16
25/11/18,47305,509,paypal,208.42,15.7,18
25/11/18,58083,513,paypal,354.48,25.9,30
25/11/18,13800,510,credit,219.6,8.2,20
25/11/18,21887,513,credit,188.39,32.5,24
25/11/18,14516,501,credit,320.73,28.9,29
25/11/18,24603,501,paypal,178.64,11.2,24
25/11/18,52170,512,paypal,88.2,33.4,6
25/11/18,51102,505,paypal,130.78,13.7,10
25/11/18,47942,502,paypal,347.79,42.4,35
25/11/18,18415,509,credit,249.37,79.3,7
25/11/18,59255,506,credit,39.89,30.8,10
25/11/18,43553,513,credit,74.79,27.3,8
25/11/18,31911,512,paypal,97.77,9.7,15
25/11/18,14566,506,credit,57.32,14.9,9
25/11/18,32965,509,paypal,4.26,4.6,6
25/11/18,37676,513,paypal,126.86,15.9,17
25/11/18,23316,503,paypal,135.6,13.2,11
25/11/18,33934,501,paypal,68.93,33.3,8
25/11/18,38300,501,paypal,139.68,4.5,8
25/11/18,11632,501,paypal,256.52,21.1,24
25/11/18,52797,501,paypal,59.52,18.3,7
25/11/18,41954,508,paypal,118,18.2,6
25/11/18,22569,510,paypal,6.06,8.7,6
25/11/18,25932,508,paypal,271.51,18.5,19
25/11/18,18373,513,paypal,1212.14,27.1,89
25/11/18,54066,508,paypal,349.89,34.1,27
25/11/18,22369,509,paypal,322.32,14.1,24
25/11/18,23666,501,credit,5.95,7.3,7
25/11/18,18682,511,credit,98.5,6.9,9
25/11/18,43822,514,paypal,106.54,12.8,14
25/11/18,57120,505,credit,44.25,21.3,9
25/11/18,11229,507,credit,351.9,17,26
25/11/18,16774,503,paypal,35.6,5,7
25/11/18,19551,502,credit,206.38,26.2,11
25/11/18,27407,513,credit,350.44,77.4,27
25/11/18,15833,505,credit,402.77,27.3,34
25/11/18,39590,501,paypal,10.94,13.2,7
25/11/18,13691,515,credit,64.56,14.7,8
25/11/18,25700,514,credit,39.06,9.2,8
25/11/18,55267,511,paypal,21.32,40,7
25/11/18,47841,509,credit,54.81,11.9,6
25/11/18,35526,515,credit,55.29,17.4,7
25/11/18,18651,504,credit,51.62,19.2,9
25/11/18,43778,502,credit,815.53,40.2,64
25/11/18,17417,505,paypal,96.6,14.7,13
25/11/18,22906,510,paypal,13.72,9.2,6
25/11/18,39883,513,credit,307.76,38,31
25/11/18,11068,515,paypal,163.7,5.8,22
25/11/18,19358,508,paypal,260.95,18.7,6
25/11/18,55341,506,paypal,66.69,8.5,8
25/11/18,33317,507,credit,128.32,31,16
25/11/18,29197,503,paypal,774.67,7.2,13
25/11/18,34034,505,paypal,520.92,23.4,15
25/11/18,10207,510,paypal,92.11,15.1,12
25/11/18,19149,508,paypal,110.59,20,16
25/11/18,44468,513,paypal,7.72,26.9,7
25/11/18,14133,504,paypal,424.02,35.9,33
25/11/18,24079,508,paypal,26.42,38.2,8
25/11/18,42442,502,credit,167.06,45.9,17
25/11/18,31922,509,paypal,11.47,34,7
25/11/18,12999,510,paypal,74.75,12.3,9
25/11/18,54997,509,paypal,79.56,27.5,8
25/11/18,28164,502,credit,131.05,16.1,16
25/11/18,44423,512,paypal,105.72,69.3,14
25/11/18,32092,506,credit,127.56,12.1,19
25/11/18,25521,509,paypal,17.44,10.7,8
25/11/18,24478,514,credit,198.1,9.8,25
25/11/18,34999,510,credit,182.61,21.5,14
25/11/18,13810,512,paypal,53.22,55.8,6
25/11/18,18475,515,paypal,71.19,9.3,9
25/11/18,13942,508,credit,118,23,16
25/11/18,28752,512,credit,6.26,5.5,6
25/11/18,49206,508,paypal,141.14,8.9,17
25/11/18,11864,513,credit,458.77,17.2,9
25/11/18,48324,510,credit,34.14,23.2,7
25/11/18,27849,507,paypal,85.04,16.2,8
25/11/18,56739,501,paypal,127.94,25.3,18
25/11/18,36205,513,credit,394.86,34.7,15
25/11/18,28972,511,paypal,287.48,31,18
25/11/18,39465,508,paypal,583.74,57.7,7
25/11/18,52480,503,paypal,100.59,13.2,12
25/11/18,28644,501,paypal,438.18,11,42
25/11/18,27202,511,credit,102.86,46.9,13
25/11/18,58919,507,credit,141.29,27.9,8
25/11/18,42214,501,paypal,7.08,5.8,6
25/11/18,47813,509,credit,227.77,15.4,7
25/11/18,49093,509,credit,102,15.2,12
25/11/18,23567,514,paypal,200.03,15.7,18
25/11/18,58370,503,credit,86.07,15.4,9
25/11/18,18319,503,credit,284.79,12.8,14
25/11/18,24956,515,paypal,46.73,6.8,7
25/11/18,26763,511,credit,164.84,24.8,17
25/11/18,22170,509,credit,81.03,12.4,14
25/11/18,10494,509,paypal,4.32,50.6,6
25/11/18,49652,513,paypal,320.77,16.2,35
25/11/18,19528,501,credit,37.53,24.1,9
25/11/18,40932,513,credit,103.88,17.9,8
25/11/18,58766,514,paypal,229,16.2,21
25/11/18,14807,512,credit,2.94,12.6,6
25/11/18,36776,506,paypal,108.51,10.9,7
25/11/18,32620,509,credit,179.59,6.6,16
25/11/18,15502,509,paypal,36.3,27.4,7
25/11/18,55167,505,paypal,53.03,14.3,10
25/11/18,40605,513,paypal,152.3,11.8,14
25/11/18,16367,504,paypal,8.4,60.8,6
25/11/18,53143,515,paypal,147.85,32.8,13
25/11/18,40134,507,paypal,173.28,25.9,12
25/11/18,25291,509,credit,157.94,25.4,12
25/11/18,38620,509,paypal,560.65,23.6,18
25/11/18,43415,501,paypal,208.71,59,8
25/11/18,53528,501,paypal,11.22,34.4,7
25/11/18,56259,503,paypal,455,42.4,25
25/11/18,35738,513,credit,347.55,34.3,27
25/11/18,22794,514,paypal,191.94,26,12
25/11/18,39947,501,paypal,283.15,17.3,8
25/11/18,15852,515,paypal,383.66,36.4,18
25/11/18,50546,515,credit,413.13,42,45
25/11/18,27428,511,paypal,432.86,23.3,14
25/11/18,58026,504,paypal,49.2,8.9,7
25/11/18,35690,509,paypal,177.57,14.2,10
25/11/18,59204,503,paypal,17.37,21.7,7
25/11/18,17470,510,paypal,183.47,18.1,6
25/11/18,10708,511,paypal,71.41,8.6,12
25/11/18,40459,512,credit,151.91,58.5,16
25/11/18,50111,504,paypal,37.62,37.9,8
25/11/18,15510,510,credit,196.02,18.8,11
25/11/18,39450,502,credit,257.74,18.6,10
25/11/18,23842,510,paypal,204.8,57,20
25/11/18,11831,510,credit,76.15,18.5,7
25/11/18,45863,505,credit,69.76,53.4,8
25/11/18,10106,505,paypal,1050.91,50.3,104
25/11/18,28946,515,paypal,70.14,12.5,9
25/11/18,11366,512,paypal,18.36,9,6
25/11/18,37101,506,credit,168.27,29.6,11
25/11/18,46453,514,paypal,82.46,10.5,9
25/11/18,22200,507,credit,1171.34,46.1,62
25/11/18,25256,513,paypal,694.1,32.4,70
25/11/18,43460,502,credit,3.15,36.9,6
25/11/18,35337,511,credit,128.37,16.3,11
25/11/18,38401,508,credit,71.05,16.9,9
25/11/18,17175,504,credit,395.61,31,9
25/11/18,11359,511,paypal,223.77,28.1,19
25/11/18,34679,509,credit,65.22,7.2,12
25/11/18,44076,507,credit,204.32,23.5,18
25/11/18,35588,513,credit,77.52,20.8,13
25/11/18,43850,511,paypal,40.77,46.8,9
25/11/18,53504,508,credit,90.51,24.1,7
25/11/18,55840,503,paypal,469.26,65.2,49
25/11/18,47938,507,paypal,50.5,5.1,8
25/11/18,43413,508,paypal,43.91,9.7,8
25/11/18,30965,515,credit,335.54,40.6,32
25/11/18,31138,502,paypal,10.23,2.3,6
25/11/18,50598,508,paypal,394.29,15.5,14
25/11/18,27752,511,credit,26.96,6.8,7
25/11/18,52936,501,paypal,107.64,12,10
25/11/18,56169,506,paypal,107.68,17.7,12
25/11/18,24436,507,credit,113.81,9.7,13
25/11/18,14599,502,credit,35.96,6.1,7
25/11/18,14593,503,paypal,110.47,32.6,14
25/11/18,51315,507,paypal,3.66,20.4,6
25/11/18,26850,505,paypal,268.51,60.1,20
25/11/18,50804,511,paypal,27.71,31.9,8
25/11/18,29393,507,credit,284.14,25,33
25/11/18,45904,515,credit,229.33,15.4,14
25/11/18,18183,507,credit,133.89,18.8,8
25/11/18,35339,515,paypal,14.75,57.5,7
25/11/18,13264,503,paypal,176.78,20.3,14
25/11/18,55448,501,paypal,350.77,18.8,35
25/11/18,47745,507,paypal,56.19,5.4,9
25/11/18,42999,508,credit,98.45,32.8,6
25/11/18,16832,514,credit,78.4,17.3,11
25/11/18,21294,515,paypal,9.4,3,6
25/11/18,43546,510,credit,129.67,17.7,14
25/11/18,47385,503,credit,182.33,6.7,9
25/11/18,56162,503,paypal,749.67,54.3,45
25/11/18,59512,501,credit,64.77,28.4,7
25/11/18,23921,503,paypal,672.21,68.5,26
25/11/18,32194,503,credit,472.46,45.7,7
25/11/18,56969,509,paypal,132.86,39.1,10
25/11/18,59392,513,paypal,491.31,44.1,19
25/11/18,22078,512,paypal,526.21,32.8,13
25/11/18,10213,510,paypal,12.98,4.6,7
25/11/18,36251,512,paypal,55.16,8,8
25/11/18,41979,501,credit,352.38,12.7,25
25/11/18,10742,505,credit,253.23,24.6,15
25/11/18,20691,513,credit,9.57,11.4,7
25/11/18,11217,503,paypal,625.04,84,21
25/11/18,47776,515,paypal,53.92,24.9,7
25/11/18,40944,512,credit,79.26,23.7,12
25/11/18,45297,511,paypal,51.47,26.6,8
25/11/18,38987,507,credit,84.6,36.9,8
25/11/18,59176,510,paypal,451.23,8.7,21
25/11/18,20973,509,credit,24.04,11.8,8
25/11/18,13439,507,paypal,208.9,19.6,12
25/11/18,35067,504,paypal,257.57,32.5,13
25/11/18,50595,513,paypal,18.77,13,6
25/11/18,50843,511,credit,156.49,35.7,18
25/11/18,45513,507,credit,18,14.6,6
25/11/18,43929,510,paypal,796.16,90.4,58
25/11/18,49061,506,paypal,3.39,39.2,6
25/11/18,27231,502,credit,175.36,15.7,9
25/11/18,14744,504,paypal,549.89,44.7,45
25/11/18,32758,513,credit,74.77,10,9
25/11/18,53163,509,credit,230.92,20.3,15
25/11/18,13973,509,credit,117.2,12.7,17
25/11/18,11798,503,credit,181.23,16.4,8
25/11/18,58684,502,paypal,49.58,19.7,11
25/11/18,13115,503,paypal,162.11,21.8,6
25/11/18,29403,506,paypal,15.69,5.8,7
25/11/18,39243,507,paypal,73.64,5.5,9
25/11/18,41986,513,credit,92.03,8.7,10
25/11/18,19982,509,credit,7.19,8.3,7
25/11/18,19522,504,paypal,1.6,4.5,6
25/11/18,15803,512,paypal,219.37,33.8,11
25/11/18,58298,508,credit,42.97,7.7,8
25/11/18,53063,513,credit,123.47,29.6,9
25/11/18,35682,513,credit,103.32,23.9,16
25/11/18,44361,507,paypal,47.23,7.7,6
25/11/18,20601,501,credit,591.62,77.8,61
25/11/18,10776,503,paypal,153.66,25.9,14
25/11/18,29951,508,credit,90.33,11,13
25/11/18,17796,504,credit,308.18,41.7,35
25/11/18,34222,513,paypal,525.62,44.3,20
25/11/18,41600,512,paypal,71.36,18,11
25/11/18,10590,509,credit,116.32,15,7
25/11/18,55364,505,paypal,42.96,19.6,8
25/11/18,30610,511,credit,94.97,11.8,9
25/11/18,47830,511,credit,161.79,7.5,19
25/11/18,29579,508,paypal,59.97,10.2,7
25/11/18,14386,513,paypal,13.88,6.5,6
25/11/18,29631,508,paypal,23.97,3.7,7
25/11/18,13110,511,credit,208.96,23.7,9
25/11/18,30977,515,paypal,1.07,6.3,6
25/11/18,51529,506,credit,158.89,35,19
25/11/18,17489,508,credit,770.05,32.7,46
25/11/18,55015,504,paypal,406.97,16.7,30
25/11/18,38624,504,credit,149.18,7.8,21
25/11/18,52437,515,paypal,27.19,42.3,6
25/11/18,41909,512,credit,150.35,23.8,15
25/11/18,33294,511,paypal,29.8,20.2,8
25/11/18,36224,514,credit,55.73,25.1,7
25/11/18,31103,504,credit,143.11,67.1,11
25/11/18,58098,512,credit,231.81,15.4,9
25/11/18,37240,512,credit,274.67,13.9,24
25/11/18,48157,509,paypal,115.58,40,12
25/11/18,35135,511,credit,150.75,24.1,8
25/11/18,13437,508,credit,79.27,35.2,13
25/11/18,37231,507,credit,125.91,10.7,15
25/11/18,19354,510,credit,69,26.2,7
25/11/18,50084,511,paypal,243.59,24.1,13
25/11/18,37107,515,credit,89.66,14.2,14
25/11/18,29846,510,credit,46.14,5.8,10
25/11/18,31713,504,credit,12.59,17.1,7
25/11/18,14947,506,paypal,847.36,51,23
25/11/18,41728,507,credit,343.93,54.2,9
25/11/18,14231,512,paypal,366.45,54.5,6
25/11/18,21657,511,paypal,222.88,25.1,26
25/11/18,13653,501,credit,107,39.5,12
25/11/18,48608,502,credit,169.19,27.2,13
25/11/18,38687,503,paypal,17.67,13.6,6
25/11/18,25932,501,credit,109.84,23,8
25/11/18,31241,514,paypal,36.1,4.7,7
25/11/18,17365,512,paypal,20.13,5.4,7
25/11/18,35323,509,paypal,70.31,5.6,10
25/11/18,53134,510,paypal,51.6,33.9,8
25/11/18,32118,503,credit,391.17,13.5,14
25/11/18,22663,501,credit,189.06,15.9,15
25/11/18,31050,506,credit,107.89,16.2,9
25/11/18,39972,514,paypal,130.77,18.3,18
25/11/18,51681,514,paypal,199.7,10.6,20
25/11/18,48227,507,paypal,68.31,20.8,10
25/11/18,17908,513,credit,52.91,29.5,9
25/11/18,36958,512,credit,162.06,47.8,8
25/11/18,39562,505,credit,483.03,17.1,50
25/11/18,58164,513,paypal,54.55,8,7
25/11/18,17365,511,credit,213.32,24.1,26
25/11/18,50348,502,paypal,125.51,11.7,14
25/11/18,43538,506,paypal,408.35,53.3,15
25/11/18,57024,510,paypal,56.75,39.7,10
25/11/18,50488,509,credit,39.67,14,7
25/11/18,25629,510,paypal,153.67,41.8,9
25/11/18,57117,510,paypal,15.19,50.1,7
25/11/18,51869,506,credit,835.83,115.2,51
25/11/18,55463,514,paypal,64.26,12.6,10
25/11/18,35754,501,credit,282.32,46.7,9
25/11/18,57206,502,paypal,118.46,12.9,10
25/11/18,16753,504,paypal,356.55,18.2,28
25/11/18,13560,514,credit,219.04,29.8,7
25/11/18,46330,506,credit,125.91,29.7,13
25/11/18,30579,514,paypal,246.81,6.3,22
25/11/18,51980,509,credit,171.12,118.5,15
25/11/18,30084,505,paypal,752.38,25.9,67
25/11/18,11904,501,credit,318.9,16.4,32
25/11/18,24816,514,paypal,14.97,36.3,7
25/11/18,25974,505,credit,408.19,48.1,41
25/11/18,18723,501,paypal,102.33,16.2,12
25/11/18,27219,512,paypal,49.3,53.2,11
25/11/18,44103,505,paypal,99.57,20.1,15
25/11/18,30944,507,credit,72.23,3.1,7
25/11/18,45028,507,credit,101.72,17.3,15
25/11/18,54926,508,credit,54.88,5.2,8
25/11/18,35292,512,credit,45.68,21.6,9
25/11/18,51474,512,credit,64.21,5.2,12
25/11/18,15363,508,credit,226.63,15.9,27
25/11/18,16790,510,credit,106.72,3.5,10
25/11/18,40846,507,paypal,294.97,19.8,17
